epoch,lr,train_loss,val_loss,train_auc,val_auc
1,0.03,0.07632393858046065,0.03320968805289336,0.9960278053624627,1.0
2,0.03,0.037653935390246536,0.03484962213415499,1.0,1.0
3,0.03,0.025710666844935313,0.019995872951317942,1.0,1.0
4,0.03,0.02015513298352772,0.014750698535150927,1.0,1.0
5,0.03,0.016372853161001844,0.01387668853293932,1.0,1.0
6,0.03,0.014244172650981142,0.012935710967163023,1.0,1.0
7,0.03,0.012221196699518074,0.009971104762344184,1.0,1.0
8,0.03,0.010907201813679707,0.009130120843624027,1.0,1.0
9,0.03,0.009916616152112444,0.008575076694692117,1.0,1.0
10,0.03,0.009002383141508039,0.007520334270475543,1.0,1.0
11,0.03,0.008273857229200456,0.0067580314008093886,1.0,1.0
12,0.03,0.0076795962028417845,0.0063138688788427376,1.0,1.0
13,0.03,0.007160162394594627,0.0058429386460868305,1.0,1.0
14,0.03,0.006712196243992306,0.005450313759386346,1.0,1.0
15,0.03,0.006341593357061676,0.005269630224190149,1.0,1.0
16,0.03,0.005973215539101937,0.004760972547952569,1.0,1.0
17,0.03,0.005665667452407559,0.004521094974564517,1.0,1.0
18,0.03,0.005387734962686484,0.00423250091911817,1.0,1.0
19,0.03,0.00514022920117499,0.00406910672432787,1.0,1.0
20,0.03,0.004915023298717439,0.003897581193109741,1.0,1.0
21,0.03,0.0047091404247688855,0.003734162868599053,1.0,1.0
22,0.03,0.00451970370774964,0.00356195313828419,1.0,1.0
23,0.03,0.004347274257300935,0.0034343012408319037,1.0,1.0
24,0.03,0.004187443986331487,0.003302512219495035,1.0,1.0
25,0.03,0.004039400912385491,0.0031764591754782196,1.0,1.0
26,0.03,0.00390091074064594,0.0030408271824995388,1.0,1.0
27,0.03,0.0037728458961352653,0.0029290914299309606,1.0,1.0
28,0.03,0.003654056952357147,0.002844190417955523,1.0,1.0
29,0.03,0.0035422899720300924,0.0027513720311570437,1.0,1.0
30,0.03,0.003437705517572872,0.0026702797427817352,1.0,1.0
31,0.03,0.003339328366942265,0.002592450493106653,1.0,1.0
32,0.03,0.0032466337894740747,0.0025175665325454046,1.0,1.0
33,0.03,0.003158973533763614,0.0024420850300534403,1.0,1.0
34,0.03,0.0030762408607695373,0.0023713591559545453,1.0,1.0
35,0.03,0.0029982982744256896,0.0023154433590157515,1.0,1.0
36,0.03,0.002923914942136046,0.002251236228117665,1.0,1.0
37,0.03,0.0028543209663906962,0.0022107177912467266,1.0,1.0
38,0.03,0.0027867200820721463,0.002143137147441671,1.0,1.0
39,0.03,0.0027231703697469327,0.002097135305669112,1.0,1.0
40,0.03,0.002662233545022826,0.0020445930408169175,1.0,1.0
41,0.03,0.0026039485033842184,0.0019905203940836784,1.0,1.0
42,0.03,0.002548530505899605,0.0019472550710609921,1.0,1.0
43,0.03,0.0024953406165891747,0.0018942794264463017,1.0,1.0
44,0.03,0.0024447103346236913,0.0018609133240454119,1.0,1.0
45,0.03,0.0023961582363848893,0.00182509317408274,1.0,1.0
46,0.03,0.002349518301568354,0.0017885858779697645,1.0,1.0
47,0.03,0.0023046471233123932,0.0017487171374651316,1.0,1.0
48,0.03,0.0022617343487116403,0.001719908844189872,1.0,1.0
49,0.03,0.0022203333655417047,0.0016859546481536628,1.0,1.0
50,0.03,0.00218041917459981,0.0016513902716081064,1.0,1.0
51,0.03,0.0021421786227824344,0.0016268767762848814,1.0,1.0
52,0.03,0.0021053528655567296,0.0016029985775262404,1.0,1.0
53,0.03,0.0020699012021721027,0.0015791917108796737,1.0,1.0
54,0.03,0.0020354008150896955,0.0015515502238072254,1.0,1.0
55,0.03,0.0020019478594142655,0.0015212837228616696,1.0,1.0
56,0.03,0.001969588817640367,0.0014892682145038823,1.0,1.0
57,0.03,0.0019385504070270538,0.001466685790553626,1.0,1.0
58,0.03,0.0019085627825241255,0.00144570591619983,1.0,1.0
59,0.03,0.0018794708602111745,0.0014243452692599696,1.0,1.0
60,0.03,0.001851234872966645,0.0014020019120056706,1.0,1.0
61,0.03,0.0018237557282656225,0.0013767725283614445,1.0,1.0
62,0.03,0.00179715947445851,0.0013521245866585162,1.0,1.0
63,0.03,0.0017713835996774944,0.0013277971838050514,1.0,1.0
64,0.03,0.001746469145380494,0.0013118970240669173,1.0,1.0
65,0.03,0.001722274374107816,0.0012949582460757285,1.0,1.0
66,0.03,0.0016987850915004198,0.0012793590094357374,1.0,1.0
67,0.03,0.0016759276705985936,0.001262998415718,1.0,1.0
68,0.03,0.00165365064180345,0.0012449516340763314,1.0,1.0
69,0.03,0.0016320088980987795,0.0012286423940018054,1.0,1.0
70,0.03,0.0016109144442292924,0.0012114582509480146,1.0,1.0
71,0.03,0.0015904176756379282,0.0011958581468199364,1.0,1.0
72,0.03,0.0015704575159536578,0.0011805992465573252,1.0,1.0
73,0.03,0.0015510114245695361,0.0011656457717711167,1.0,1.0
74,0.03,0.001531968294110496,0.0011483360756635254,1.0,1.0
75,0.03,0.001513497325518444,0.0011344210573007764,1.0,1.0
76,0.03,0.0014954993348380195,0.0011213074069801768,1.0,1.0
77,0.03,0.0014778783071782205,0.001106261203114894,1.0,1.0
78,0.03,0.0014607347738071301,0.001093735474311829,1.0,1.0
79,0.03,0.0014440041880402776,0.0010813027459993514,1.0,1.0
80,0.03,0.0014276757939923044,0.0010693012416851209,1.0,1.0
81,0.03,0.0014116712527066679,0.001055852682118433,1.0,1.0
82,0.03,0.0013960849820511705,0.0010441710474608436,1.0,1.0
83,0.03,0.0013808323973720164,0.0010321741154198111,1.0,1.0
84,0.03,0.0013658815062595787,0.0010187642386479498,1.0,1.0
85,0.03,0.0013513057849586156,0.001007304652037681,1.0,1.0
86,0.03,0.001337032860601491,0.0009952198107520762,1.0,1.0
87,0.03,0.0013230805427284914,0.0009836608973856097,1.0,1.0
88,0.03,0.0013094539793377753,0.0009740585639273476,1.0,1.0
89,0.03,0.001296087367551482,0.0009627539610306376,1.0,1.0
90,0.03,0.0012830063074720547,0.0009517478333487434,1.0,1.0
91,0.03,0.0012702191659635844,0.0009425732528110459,1.0,1.0
92,0.03,0.0012576742162721283,0.0009317026418890214,1.0,1.0
93,0.03,0.0012453995867823073,0.0009227661968961752,1.0,1.0
94,0.03,0.001233365881053025,0.0009130499013408212,1.0,1.0
95,0.03,0.0012215752030702008,0.000904269256533711,1.0,1.0
96,0.03,0.0012100279529223452,0.0008964688831379327,1.0,1.0
97,0.03,0.0011987208131373607,0.0008891082666242347,1.0,1.0
98,0.03,0.001187592901765818,0.0008797542275108392,1.0,1.0
99,0.03,0.0011766843809324157,0.0008707746619279914,1.0,1.0
100,0.03,0.0011659872925579857,0.0008627221439254312,1.0,1.0
