epoch,lr,train_loss,val_loss,train_auc,val_auc
1,0.01,0.1609165747893129,0.07981086587243923,0.975504799735187,1.0
2,0.01,0.10288558204852699,0.07199768462482692,0.9980139026812314,1.0
3,0.01,0.07301633787427757,0.052407860132908116,1.0,1.0
4,0.01,0.05674203955207895,0.040210190653943934,1.0,1.0
5,0.01,0.045855861474066215,0.03699845021959541,1.0,1.0
6,0.01,0.03930698646455022,0.03459471134394587,1.0,1.0
7,0.01,0.03389891835014185,0.028078194850908594,1.0,1.0
8,0.01,0.03008722046742707,0.02541143091298196,1.0,1.0
9,0.01,0.027188035595968007,0.02369007312695342,1.0,1.0
10,0.01,0.024660056095529702,0.020934579336184624,1.0,1.0
11,0.01,0.022635879130879583,0.019014958845230173,1.0,1.0
12,0.01,0.020976094502175774,0.017840015202350006,1.0,1.0
13,0.01,0.01951979808519493,0.016440515644997485,1.0,1.0
14,0.01,0.018281205742140642,0.015410530787311449,1.0,1.0
15,0.01,0.017236678486719514,0.014797001532223403,1.0,1.0
16,0.01,0.016236946611160253,0.01348561277648304,1.0,1.0
17,0.01,0.015389822920782616,0.01279939145105219,1.0,1.0
18,0.01,0.01462700540100566,0.012020632827650172,1.0,1.0
19,0.01,0.013947939778048781,0.011528592561563493,1.0,1.0
20,0.01,0.013330409131064152,0.01101749352542326,1.0,1.0
21,0.01,0.012768328523132543,0.010559170568706764,1.0,1.0
22,0.01,0.012253053339008493,0.010089263012419369,1.0,1.0
23,0.01,0.011782191381589683,0.00970355318363728,1.0,1.0
24,0.01,0.011347920463197401,0.009335583390049395,1.0,1.0
25,0.01,0.010946780724986744,0.00899370451234011,1.0,1.0
26,0.01,0.010572037714180322,0.008625142428237951,1.0,1.0
27,0.01,0.01022516657350012,0.00831623079949709,1.0,1.0
28,0.01,0.009903575588431753,0.008077695523067462,1.0,1.0
29,0.01,0.009601082039011624,0.00781232346139632,1.0,1.0
30,0.01,0.009318215931022873,0.0075835916185095645,1.0,1.0
31,0.01,0.009052384466646362,0.0073654977973684815,1.0,1.0
32,0.01,0.008802150312385513,0.007156892648215544,1.0,1.0
33,0.01,0.008565563470593321,0.0069464601295738185,1.0,1.0
34,0.01,0.008342448005026206,0.006750995885100689,1.0,1.0
35,0.01,0.0081319337084968,0.006586793717422019,1.0,1.0
36,0.01,0.007931332973587687,0.00640412831595593,1.0,1.0
37,0.01,0.007743121958924322,0.006281558263978716,1.0,1.0
38,0.01,0.007561432002237787,0.0060990676021692655,1.0,1.0
39,0.01,0.007390039650213964,0.005966837176481699,1.0,1.0
40,0.01,0.007225984068428834,0.005820807104354597,1.0,1.0
41,0.01,0.007069135194020281,0.005672905411028003,1.0,1.0
42,0.01,0.006919774456213185,0.005548455745106047,1.0,1.0
43,0.01,0.006776574983524678,0.005404085793960407,1.0,1.0
44,0.01,0.006640184361295119,0.0053054290532037205,1.0,1.0
45,0.01,0.006509410449049404,0.005201685768986836,1.0,1.0
46,0.01,0.0063838240793836236,0.005098362951057269,1.0,1.0
47,0.01,0.006263098484460169,0.004987650249534295,1.0,1.0
48,0.01,0.006147508531529086,0.004904176275961575,1.0,1.0
49,0.01,0.0060361484915668505,0.0048117914813033315,1.0,1.0
50,0.01,0.0059287078040688185,0.00471502001636768,1.0,1.0
51,0.01,0.005825684906749712,0.004642290993007397,1.0,1.0
52,0.01,0.005726378096246357,0.004570838781474988,1.0,1.0
53,0.01,0.005630782850245169,0.004501020786620452,1.0,1.0
54,0.01,0.005537938308227006,0.004423465421238732,1.0,1.0
55,0.01,0.005447999495486736,0.004339743685114605,1.0,1.0
56,0.01,0.005360996520092984,0.004253030243756527,1.0,1.0
57,0.01,0.0052773848732140345,0.004187877765041595,1.0,1.0
58,0.01,0.005196589962514204,0.0041276451384952015,1.0,1.0
59,0.01,0.0051181976834840034,0.004066055296308768,1.0,1.0
60,0.01,0.005042152009522202,0.0040026375693119716,1.0,1.0
61,0.01,0.004968197897115002,0.0039329625060200045,1.0,1.0
62,0.01,0.004896571070387669,0.0038643772476396323,1.0,1.0
63,0.01,0.00482713408468641,0.003797145583447272,1.0,1.0
64,0.01,0.004759989411205811,0.003749965048347146,1.0,1.0
65,0.01,0.004694757692649686,0.003700317094507136,1.0,1.0
66,0.01,0.004631406845282971,0.0036545310572436572,1.0,1.0
67,0.01,0.00456976871652913,0.0036071180371692844,1.0,1.0
68,0.01,0.004509737995875908,0.0035560095090545574,1.0,1.0
69,0.01,0.004451380079298711,0.003509346642073673,1.0,1.0
70,0.01,0.004394514075568463,0.0034605625252566337,1.0,1.0
71,0.01,0.0043392621895114196,0.003416683083297634,1.0,1.0
72,0.01,0.004285436262899241,0.003373462943164283,1.0,1.0
73,0.01,0.004232967292079995,0.0033305350746908277,1.0,1.0
74,0.01,0.004181620268413472,0.0032818735761085305,1.0,1.0
75,0.01,0.004131784806189867,0.0032422996511888595,1.0,1.0
76,0.01,0.00408320872512986,0.003204524751995532,1.0,1.0
77,0.01,0.004035664823296049,0.0031621557615812376,1.0,1.0
78,0.01,0.003989368985441849,0.0031259787857325187,1.0,1.0
79,0.01,0.003944201489879786,0.0030906321264908116,1.0,1.0
80,0.01,0.0039000756473831005,0.0030554607158181962,1.0,1.0
81,0.01,0.0038568687354892726,0.003017382492304851,1.0,1.0
82,0.01,0.003814777310306639,0.002984206567219305,1.0,1.0
83,0.01,0.0037735898880604953,0.002950407917654216,1.0,1.0
84,0.01,0.003733226990474606,0.002913179561279552,1.0,1.0
85,0.01,0.0036938386488931624,0.002880419617114445,1.0,1.0
86,0.01,0.0036552691721932627,0.0028461616365472084,1.0,1.0
87,0.01,0.003617563975060502,0.002813394969955632,1.0,1.0
