fpr,tpr,threshold,auc
0.0,0.0,inf,0.2936507936507936
0.0,0.16666666666666666,0.46958384,0.2936507936507936
0.8095238095238095,0.16666666666666666,0.35849854,0.2936507936507936
0.8095238095238095,0.8333333333333334,0.3485211,0.2936507936507936
1.0,0.8333333333333334,0.3078128,0.2936507936507936
1.0,1.0,0.25195852,0.2936507936507936
